match_id,radiant_adv_nw,radiant_adv_xp,radiant_adv_lh,radiant_win
5749,-380,-5325,23,False
5750,-7355,-6832,-55,False
5751,101,55,-2,False
5752,5843,8039,26,True
5753,-4022,-834,-49,True
5754,2499,1988,-56,True
5755,5567,3158,13,True
5756,2859,2461,94,False
5757,-3081,-5309,-39,True
5758,3231,987,68,True
5759,10423,7926,90,True
5760,7505,6203,62,False
5761,-2988,-6554,-76,False
5762,2970,904,32,True
5763,8698,5906,54,True
5764,197,969,-5,False
5765,6869,7987,97,True
5766,-784,-3311,59,False
5767,-4119,-972,-43,False
5768,-3270,-4172,-38,True
5769,396,-3310,27,True
5770,1065,1718,-17,False
5771,-4504,-6453,4,False
5772,4178,2426,-5,True
5773,4467,-328,44,True
5774,670,-178,-7,True
5776,-600,-2965,36,False
5777,-898,-1822,-17,True
5778,-4904,-1053,11,False
5779,-1240,-4794,-75,False
5780,122,2579,-10,False
5781,-7026,-4750,-68,False
5782,-1743,-2962,-35,True
5783,6843,5082,138,True
5784,-37073,-16111,-165,False
5785,-3510,-2154,-41,False
5786,-4373,-5409,-79,True
5787,1024,-3923,29,False
5788,170,-548,23,False
5789,3091,4413,-19,True
5790,3272,1153,-15,False
5791,-402,-2514,75,True
5792,2169,4688,53,True
5793,4972,4449,21,True
5794,1429,1861,20,True
5795,-7973,-4873,-67,False
5796,-2201,-265,-35,False
5797,-827,801,-54,True
5798,-4232,-4258,-13,False
5799,3096,1907,56,False
5800,375,694,-42,False
5801,6242,8809,50,True
5802,-1604,-2266,-42,False
5803,-2467,763,28,False
5804,2026,2728,41,True
5805,-514,560,60,True
5806,-5957,-4881,-1,False
5807,-6172,-6139,-103,True
5808,488,-2306,46,True
5809,-7051,-5310,-35,False
5810,1750,801,5,False
5811,-3043,-3963,-4,False
5812,-8425,-8338,-79,False
5813,-3575,-5603,-46,False
5814,3093,4947,36,True
5815,-816,212,-21,True
5816,2102,171,31,False
5817,-2138,-3064,6,False
5818,-6765,-6071,-49,False
5819,-3741,-2444,-47,False
5820,-4929,-4655,-19,False
5822,-350,-2101,12,True
5823,-2705,-2770,-72,False
5824,1603,2862,22,True
5825,1395,-1448,2,False
5826,-419,-10,10,False
5827,-1113,-3646,-52,False
5828,8513,6616,26,False
5829,-564,-1984,-6,False
5830,749,-157,38,False
5831,-237,488,-38,True
5832,7952,5218,74,True
5833,-4174,-1773,-56,True
5834,3898,3818,34,True
5835,-5916,-4941,-91,False
5836,-6414,-4529,-109,True
5837,-3888,-3563,33,False
5838,6141,5971,92,True
5839,-3040,-5801,27,False
5840,4020,4394,48,True
5841,97,856,-3,True
5842,-5059,-3684,-15,False
5843,772,1104,64,False
5844,5720,6012,112,True
5845,-471,1104,-1,False
5846,3220,1740,53,True
5847,-1811,-3626,6,False
5848,-802,-3431,82,False
5849,-846,-98,-3,False
5850,-396,1798,36,False
5851,-6785,-5995,-34,False
5852,-1001,-662,62,True
5853,2870,2347,13,True
5854,6277,2793,127,True
5855,-8226,-7863,-3,False
5856,4273,2446,23,False
5857,312,165,-23,True
5858,2226,2205,26,True
5859,1148,-1050,-8,False
5860,1190,1258,-7,False
5861,-4945,-5306,-7,False
5862,859,1218,-63,False
5863,2248,2604,45,False
5864,116,567,60,False
5865,12749,10855,83,True
5866,7987,8299,40,True
5867,5089,5043,41,True
5868,5162,3805,87,True
5869,-133,2696,28,True
5870,-289,-2170,21,False
5871,2930,-1171,-53,True
5872,-2178,-369,-17,True
5873,1042,1711,10,True
5874,7523,6763,61,True
5875,-1368,-1498,-34,False
5876,5059,8993,44,True
5877,2530,1723,-36,True
5878,-1603,-368,-34,True
5879,937,-1646,-23,True
5880,9080,7042,40,True
5881,-6962,-9992,-63,True
5882,-3625,-5353,1,True
5883,7149,5390,20,True
5884,9757,9348,124,False
5885,-7891,-6448,-93,False
5886,178,558,51,False
5887,10645,8153,110,True
5888,5275,4695,69,True
5889,4633,4797,42,True
5890,1641,-2603,45,False
5891,-8997,-8900,-14,False
5892,6997,4768,99,False
5893,-3606,-4020,19,False
5894,6404,5367,53,True
5895,6059,3875,74,True
5896,1205,1204,15,False
5897,-2198,-2462,16,True
5898,-3646,-5302,-44,False
5899,-7596,-4919,-23,False
5900,-3088,-3173,-37,False
5901,-6629,-4341,-66,False
5902,-528,-2115,-19,False
5903,1555,883,8,True
5904,-572,1498,27,False
5905,568,1108,20,True
5906,2361,387,21,True
5907,-3044,-602,-4,False
5908,-268,-2094,-10,False
5909,-1125,-1820,-52,True
5910,-7979,-5085,-110,False
5911,-8327,-7022,-82,False
5912,840,447,-24,True
5913,-2151,-1507,7,False
5914,1127,652,-12,False
5915,-3641,-4506,-37,False
5916,-1554,604,-24,True
5917,-813,-757,-1,False
5918,5294,6428,56,True
5919,1827,3364,-3,True
5920,832,375,58,True
5921,5204,6317,-51,False
5922,-4001,-2085,-34,True
5923,-1783,-4826,-27,False
5924,7938,5726,36,True
5926,7040,8895,105,True
5927,-7124,-4531,-32,False
5928,1024,3326,-39,False
5929,6819,5298,6,True
5930,428,2473,19,True
5931,6243,2727,107,True
5932,1863,211,3,True
5933,-8876,-6530,-70,False
5934,-2571,-1142,-11,False
5935,2402,365,33,False
5936,-743,-1680,7,True
5937,1971,-203,2,True
5938,-634,-1704,-14,False
5939,-281,1704,-14,False
5940,-2689,-2969,-20,True
5941,-8097,-10095,-130,False
5942,2077,105,36,False
5943,-3214,-1249,8,False
5944,10627,9308,143,True
5945,7936,4107,37,True
5946,3615,3332,40,True
5947,1453,1205,47,False
5948,13103,8515,82,True
5949,-3235,-2849,27,True
5950,2060,1551,65,True
5951,-2048,-776,-20,True
5952,-1229,-2048,-53,False
5953,2211,599,66,True
5954,-1261,-2210,-43,True
5955,403,1457,-7,True
5956,2377,1911,74,False
5958,-5429,-4263,-19,False
5959,4537,3241,36,False
5960,611,-1138,56,False
5961,-3745,-913,-90,False
5963,-8845,-8903,-40,False
5964,3161,3290,-15,True
5965,-2342,-2947,52,True
5966,963,-556,-31,False
5967,7023,6129,55,True
5968,2911,2481,53,False
5969,69,-327,-9,True
5970,-3527,-3166,3,False
5971,-5303,-6088,-31,True
5972,7557,7423,27,True
5973,-4311,-2557,-44,False
5974,-564,1047,-51,True
5975,-2762,-3426,-107,True
5976,-3931,-1924,19,False
5977,3040,4406,84,True
5978,-4181,-4434,-20,False
5979,-4787,-5489,-9,False
5980,6823,8399,60,False
5981,963,-4978,-20,False
5982,1718,2071,17,True
5983,-2476,-3061,30,False
5984,4155,2504,67,True
5985,901,2560,-31,True
5986,5786,7522,50,True
5987,2238,2713,25,True
5988,-1250,-165,-10,False
5989,-7647,-10047,-42,False
5990,2091,1035,8,False
5991,1338,-87,-57,True
5992,10326,10095,119,True
5993,5769,6472,68,True
5994,1128,529,-14,False
5995,7516,7134,3,True
5996,6089,7452,-6,True
5997,4361,-1219,87,True
5998,1098,1658,21,False
5999,-516,1721,-5,True
6000,-3218,963,8,False
6001,-3818,-7108,-25,True
6002,-89,94,-23,False
6003,3532,3034,49,True
6004,-1267,1119,-5,False
6005,-3355,-3599,-34,True
6006,1537,609,-8,True
6007,5,2482,-22,True
6008,3127,-648,61,True
6009,-1810,-4666,-68,False
6010,-6012,-5038,-20,False
6011,-2109,-2610,23,False
6012,1865,-1033,38,True
6013,2718,-1005,16,False
6014,-3062,196,-26,False
6015,-3044,-5073,-15,False
6016,-1399,392,-78,True
6017,2988,2600,-4,True
6018,3305,5246,49,True
6019,2133,2639,65,True
6020,-9627,-9372,-43,False
6021,-5425,-691,-69,False
6022,5625,4927,49,True
6023,807,1140,-14,True
6024,-6837,-4954,-40,False
6025,-1457,-814,-11,False
6026,-312,-583,0,True
6027,30184,21071,190,True
6028,11658,8769,199,True
6029,6193,6086,46,False
6030,4693,937,55,True
6031,4900,3180,82,True
6032,-1357,-933,-15,False
6033,11804,8452,86,True
6034,5765,5301,68,False
6035,-1830,2480,9,True
6036,-102,271,-59,True
6037,-2814,-1978,-24,True
6038,-2604,-4859,-47,False
6039,3016,3264,128,True
6040,808,-506,34,True
6041,800,-2470,26,False
6042,7160,6268,61,True
6044,828,-108,79,False
6045,-2104,-2256,-17,False
6046,1872,273,59,True
6047,-2807,-1771,-13,False
6048,-5923,-5921,-65,True
6049,-4784,-2314,-65,False
6050,-8478,-8352,-113,False
6051,2654,565,25,False
6052,-6150,-5549,-111,True
6053,2304,-207,87,False
6054,-3443,-2440,-16,True
6055,-1430,-1876,-63,False
6056,679,1609,-15,True
6057,-5298,-4659,-54,False
6058,-3679,-4266,-29,True
6059,-7347,-6465,-55,False
6060,-3298,-5536,-77,True
6061,-5583,-4780,-114,False
6062,-475,576,57,True
6063,3356,2132,-7,False
6064,-3243,-2232,-18,True
6065,9015,3429,-9,True
6066,-173,2114,6,False
6067,-527,997,17,False
6068,318,431,-21,False
6069,-1526,-2259,-24,True
6070,1233,1299,36,True
6071,7193,3408,63,True
6072,-1548,1001,4,False
6073,1851,3487,83,True
6074,14243,16446,57,True
6075,3373,2616,27,True
6076,2255,-1709,4,True
6077,-2048,-3036,-8,True
6078,269,-725,-66,True
6079,2276,1875,-44,True
6080,-800,151,-39,False
6081,4654,7785,-10,False
6082,2223,2946,39,True
6083,5440,3838,37,True
6084,3082,3655,-12,True
6085,-4495,-193,-54,False
6086,2598,2691,41,True
6087,8552,5536,68,True
6088,-4662,-4287,-88,False
6089,2749,188,-14,True
6090,-2820,-5298,-7,True
6091,-5457,-4870,-67,False
6092,-1393,1158,-33,False
6093,3824,2328,-11,True
6094,7469,8402,56,True
6095,6864,9196,62,True
6096,976,736,91,True
6097,-4296,-4835,-33,False
6098,-5514,-4314,-58,False
6099,-2535,-2718,-15,False
6100,-13041,-8054,-18,False
6101,273,-1174,-4,False
6102,3885,1914,89,False
6103,-2639,-2884,-70,True
6104,13328,13225,124,True
6105,-1169,-3404,-58,True
6106,-460,-67,43,True
6107,-892,-509,19,False
6108,2054,3617,-7,True
6109,2148,2902,-24,True
6110,6370,4609,40,False
6111,-5556,-5455,-51,False
6112,8579,5894,85,True
6113,5315,6447,35,True
6114,-1482,-3821,-13,False
6115,1056,3270,59,True
6116,3517,4912,-26,True
6117,-2194,-3798,-46,False
6118,4476,4040,31,True
6119,376,-1805,49,True
6120,-4341,-4485,-42,True
6121,6596,3149,27,True
6122,-255,-1442,-29,True
6123,-770,-4166,-16,True
6124,3606,1825,33,False
6125,-7091,-4464,-62,False
6126,-785,-1548,-49,False
6127,1770,-1790,81,False
6128,-949,-2739,51,False
6129,-132,-1371,-43,True
6130,4912,3687,38,True
6131,1856,-834,88,True
6132,-210,689,-3,False
6133,-2616,127,-41,True
6134,5290,3876,34,True
6135,3666,2599,80,False
6136,-10621,-8562,-133,False
6137,546,-42,31,True
6138,9591,6991,120,True
6139,-2815,-265,-41,True
6140,-4236,-6146,-41,False
6141,-3688,-1190,-52,True
6142,433,1045,-31,True
6143,752,-3628,-28,False
6144,-6805,-6749,8,True
6145,-1781,-1073,-80,False
6146,-2003,-733,-27,True
6147,6095,6294,48,True
6148,3286,3816,78,True
6149,-854,-4246,-5,True
6150,-1816,-3686,-9,False
6151,791,1214,-50,False
6152,6752,6799,37,True
6153,-874,791,-33,True
6154,-2021,-3071,15,False
6155,1336,-287,106,True
6156,-4434,-2271,-21,False
6157,-2171,-2114,-22,True
6158,-9175,-9939,-60,False
6159,-1324,-176,4,False
6160,-878,-2893,-14,True
6161,-1449,-2102,43,True
6162,1159,773,68,True
6163,12,1276,31,True
6164,4788,5362,29,True
6165,9357,8850,111,True
6166,-4824,-1957,-65,True
6167,-3484,-1339,11,True
6168,5257,6842,5,True
6169,-3820,-1464,-47,True
6170,2345,-790,30,False
6171,-1329,-276,-35,False
6172,3552,4839,32,True
6173,-2835,-732,-36,True
6174,-1316,-3301,46,False
6175,-2683,227,41,True
6176,-1596,-2552,-55,False
6177,666,2006,-17,True
6178,252,-1517,10,True
6179,-8567,-5855,-76,False
6180,174,575,35,True
6181,9943,10883,92,True
6182,4436,4208,-3,True
6183,455,-506,-6,False
6184,6669,2310,77,False
6185,618,428,-102,False
6186,5935,3937,75,True
6187,836,597,26,True
6188,-9933,-5671,-26,False
6189,-6801,-4951,-3,False
6190,2701,1552,26,True
6191,-1482,-362,12,False
6192,-14330,-9063,-81,False
6193,6754,7655,95,True
6195,6375,6441,6,True
6196,49,1020,-23,False
6197,2588,4085,48,False
6198,-396,-337,-11,False
6199,-5128,-2924,-35,False
6200,-4000,-2495,-32,False
6201,-2315,728,-30,False
6202,-3296,-4200,4,False
6203,1583,-1349,-34,True
6204,-3845,-3538,-8,True
6205,3094,3002,-16,False
6206,2155,763,-10,True
6207,1452,1841,-34,False
6208,1063,-2905,63,False
6209,4884,-364,-1,True
6210,-3436,-3121,-67,False
6211,-2415,771,2,True
6212,-356,-1609,26,False
6214,-1283,-196,-12,False
6215,-5153,-5204,20,False
6216,5784,5943,89,True
6217,-4136,-4135,-3,True
6218,-1920,-3719,16,True
6219,-4996,-1444,-59,False
6220,10920,7833,89,True
6221,7153,7266,94,True
6222,4528,3912,45,False
6223,4685,7956,80,True
6224,3876,2236,12,True
6225,4979,3215,38,True
6226,-112,1436,-70,True
6227,-9353,-6555,35,False
6228,-686,-383,-1,True
6229,2131,1321,-12,False
6230,-1245,-2556,16,True
6231,2266,52,28,True
6232,1325,2026,106,True
6233,3701,4730,29,True
6234,715,-1672,-1,False
6235,3360,3023,40,True
6236,-407,-2892,-42,False
6237,-6686,-8286,-57,False
6238,1261,1068,55,False
6239,1195,-1166,-13,True
6240,3441,2971,-28,True
6242,-7227,-3290,-68,False
6243,2572,2748,38,True
6244,-1387,1852,23,False
6245,-1112,-3250,-30,False
6246,-10732,-11027,-79,False
6247,3268,4202,20,True
6248,116,1468,9,True
6249,-6005,-4179,-139,True
6250,4134,8052,18,True
6251,800,-1283,23,False
6252,1557,1876,75,False
6253,2323,1416,64,True
6254,-4567,1815,-52,False
6255,10081,9851,77,True
6256,9061,8471,27,True
6257,-33,504,-8,False
6258,-7452,-5931,-6,False
6259,1474,-1151,66,False
6260,1376,1479,13,False
6261,-2316,-4276,-21,True
6262,-3180,-3766,-9,False
6263,-10306,-6228,6,False
6264,2516,295,-45,True
6265,8629,4977,117,True
6266,-468,-834,-37,True
6267,-3610,-2235,-83,True
6268,-4295,-4758,1,False
6269,4519,6816,67,True
6270,5775,4933,34,True
6271,-63,1657,-3,True
6272,-869,-1194,-47,False
6273,-1046,815,13,False
6274,1454,2505,-29,True
6275,-1493,1431,-1,False
6276,-82,72,36,False
6277,-1795,-1694,28,True
6278,5137,2102,-5,True
6279,-5643,-3040,-26,False
6280,-141,-1770,4,False
6282,587,2117,3,True
6283,-634,196,17,True
6284,-3233,209,-92,False
6285,-5633,-3659,-30,False
6286,-1416,-401,-29,False
6287,-13151,-7177,-31,False
6288,463,-2460,15,False
6289,-2214,-1644,-73,False
6290,3127,1643,23,True
6291,6894,7042,73,True
6292,2774,3686,-26,True
6293,-1459,491,-29,False
6295,-7147,-6997,-40,True
6296,-3185,-1708,-7,False
6297,-4277,-2017,-11,False
6298,3409,1284,9,True
6299,-4010,-4049,-28,True
6300,4091,3229,32,True
6301,5753,6222,14,True
6302,421,564,26,False
6303,5470,3230,78,False
6305,-1053,-1553,2,True
6306,-1790,-1882,21,False
6307,-6091,-4856,7,False
6308,16,-571,46,True
6309,1049,224,11,False
6310,1681,586,59,True
6311,-4147,-2664,-47,False
6312,7220,6735,69,False
6313,-5217,-4785,-68,False
6314,1402,1243,-4,True
6315,-6031,-3036,-51,False
6316,-3211,-2172,-19,False
6317,4770,1327,11,True
6318,-4140,-3145,12,True
6319,-947,-817,-32,True
6321,297,1030,17,False
6322,1534,3809,-2,True
6323,-2217,87,-5,False
6324,-226,-4042,-39,True
6325,-7509,-5366,-62,False
6326,-6921,-7574,-67,False
6327,-3220,-4067,-34,True
6328,-4779,-6044,-34,False
6329,-4238,-2108,46,False
6330,2835,-225,12,False
6331,1477,1018,13,True
6332,4079,-1135,18,False
6333,1617,1186,30,True
6334,512,4241,-16,False
6335,-5895,-4177,-121,False
6336,2432,2738,5,False
6337,-2634,-1949,-39,True
6338,-2305,-1388,-39,False
6339,1057,3625,-26,True
6340,4866,4617,59,True
6341,1172,3684,21,False
6342,1847,1895,-3,True
6343,2864,-370,-41,False
6344,-1299,-1382,27,True
6345,1230,845,-3,True
6346,-4871,-1827,-15,True
6347,3926,2452,32,True
6348,148,1429,12,True
6349,-942,1238,-13,False
6350,-1822,-3398,-17,False
6351,4489,2198,147,False
6352,-2572,-1100,34,True
6353,646,228,-38,False
6354,-87,4808,14,True
6355,3046,2874,13,False
6356,618,2280,-16,True
6357,917,1282,-13,False
6358,802,1383,38,True
6359,-2361,-1949,-28,False
6360,12474,12592,124,True
6361,3833,404,-11,True
6362,9716,10372,64,True
6363,-905,-1851,57,False
6364,-769,-2061,-64,True
6365,-9746,-7363,-83,False
6366,3676,2045,50,False
6367,-1878,-441,-96,False
6368,-3582,-5159,-57,False
6369,-2095,-390,80,False
6370,-457,225,4,False
6371,1228,-1607,-29,True
6372,-2090,-3850,22,False
6373,245,-1864,-7,True
6374,909,2631,-15,True
6375,3136,5324,73,True
6376,-315,-3036,-6,False
6377,5646,4035,9,False
6378,-2381,-5317,-41,False
6379,-704,78,-22,True
6380,-2338,-1914,-39,True
6381,1771,-28,24,True
6382,9346,8523,44,True
6383,1229,846,41,True
6384,1208,348,-75,False
6385,-1295,-1746,4,True
6386,1538,1673,28,False
6387,-3388,-4945,26,True
6388,1470,-1395,-62,True
6389,-10401,-11710,-34,False
6390,-5180,-2605,-25,False
6391,-7144,-6718,-97,False
6392,-725,137,-60,True
6393,2352,3617,1,True
6394,2212,728,39,True
6395,-285,1183,-11,False
6396,2369,3205,6,False
6397,2687,4471,-34,True
6398,-1397,-2104,10,False
6399,-8392,-3793,-72,False
6400,6549,3673,45,True
6401,2804,1661,39,True
6402,-2518,-3092,-107,True
6403,-9568,-8087,-54,False
6404,3600,1176,17,True
6405,2745,2688,91,True
6406,-1104,810,6,True
6407,3225,1489,22,True
6408,3278,3364,41,True
6409,1766,3786,77,True
6410,-3611,-2539,-35,False
6411,-8695,-7695,-135,False
6412,2705,-407,52,False
6413,-1407,-2218,25,False
6414,-5605,-3649,-79,True
6415,-1281,-2320,60,False
6416,-3139,-2005,-107,False
6417,4222,2493,95,True
6418,-5610,-8374,-30,False
6419,2821,3297,5,True
6420,1823,1690,89,True
6421,8833,7446,37,True
6422,-442,-1696,37,True
6423,3254,2038,-26,True
6424,-10371,-8598,-120,False
6425,787,1900,118,True
6426,-4983,-4045,-113,False
6427,6188,3028,73,True
6428,-1187,-4905,-12,False
6429,-181,808,-60,False
6430,2690,1178,27,True
6431,2106,2185,83,True
6432,-7635,-6823,-24,False
6433,-3709,-4337,-75,False
6434,95,-3457,57,False
6435,-5135,-6147,-71,False
6436,925,3337,-7,False
6437,1136,1256,32,False
6438,-91,-229,64,False
6439,-2507,619,-60,False
6440,-3724,-1981,-29,False
6441,7114,7113,71,True
6442,335,-3314,52,False
6443,1260,-87,-30,True
6444,-6453,-5764,-65,False
6445,-6644,-3074,2,False
6446,-4669,-8215,-111,False
6447,4565,2775,-10,False
6448,1490,413,0,False
6449,-6377,-2593,-24,False
6450,-1419,-3240,-69,False
6451,-5431,-6358,-34,False
6452,-1294,-2801,-58,False
6453,6322,5969,41,True
6454,-316,1118,14,False
6455,1150,-2183,15,False
6456,580,332,15,True
6457,-4794,-2621,-55,False
6458,12524,11427,42,True
6459,11132,9383,104,True
6460,-1172,-1961,-18,False
6461,5294,4171,29,True
6462,-6515,-6766,-76,False
6463,3417,1399,19,True
6464,1491,685,-42,True
6465,1118,-341,-38,False
6466,-495,2036,-4,False
6467,-3501,-2761,-36,True
6468,2896,3054,-39,True
6469,548,3304,7,True
6470,3396,3052,21,True
6471,3182,4902,69,True
6472,-1488,-1459,-36,False
6473,4379,3127,35,True
6474,4484,1456,29,True
6475,-568,2028,-13,True
6476,507,2321,17,False
6477,627,1846,99,False
6478,2437,1998,-23,True
6479,-596,3248,-34,False
6480,2319,-3215,-6,True
6481,1427,949,44,False
6482,-5628,-4058,-77,False
6483,-3646,-2697,-21,True
6484,337,-64,-7,True
6485,7068,7322,110,True
6486,3286,234,34,True
6487,2235,2285,40,True
6488,1229,1387,10,True
6489,10783,7140,78,True
6490,3408,3923,-8,True
6491,1083,-1233,-29,False
6492,7034,7647,76,True
6493,-1434,224,-44,True
6494,7210,10923,44,True
6495,4418,5038,35,True
6496,3316,3238,29,True
6497,3232,3162,-17,True
6498,1395,2959,15,False
6499,-5000,-4725,-58,False
6500,-1349,-1906,8,False
6501,1886,2259,61,False
6502,2106,5309,-13,True
6503,-451,49,48,False
6504,-5848,-1245,-96,False
6505,2329,2049,8,True
6506,2050,787,7,True
6507,476,2742,30,False
6508,-95,520,41,True
6509,-1143,-2113,-60,False
6510,-2083,-4322,4,False
6511,7305,6185,69,True
6512,-2977,954,1,False
6513,7356,7429,87,True
6514,-92,1534,-24,True
6515,-7638,-6053,-98,False
6516,-5428,-3584,-78,False
6517,3210,4143,9,True
6518,746,1006,-17,True
6519,-5204,-6553,-62,False
6520,4549,3292,37,True
6522,1058,-1602,25,True
6523,-7687,-6050,-127,False
6524,6858,6230,40,True
6525,2982,2937,29,False
6526,10022,10926,31,True
6527,5268,5691,79,True
6528,-9580,-10242,-164,True
6529,-3473,-1652,-38,True
6530,2393,777,4,False
6532,11022,8327,72,True
6533,948,-779,-1,True
6534,-2547,-2983,-32,True
6536,1932,1429,6,True
6537,7843,5176,67,True
6538,2041,-4206,14,True
6539,-5016,-4146,-60,False
6540,-4051,-666,-10,True
6541,1272,582,-42,True
6542,1914,2402,93,True
6543,5194,2665,11,True
6544,4761,6825,49,True
6545,-1054,-2472,29,False
6546,1284,692,-4,False
6547,1181,2725,37,False
6548,-7677,-9461,-90,False
6549,1411,2139,20,True
6550,663,451,45,True
6551,-7474,-4951,-29,False
6552,-46,-1910,22,False
6553,2416,4265,8,True
6554,666,-1519,15,True
6555,10991,10006,10,True
6556,2518,2003,30,True
6557,-9107,-8963,-88,False
6558,6037,1897,-15,False
6559,5180,4715,21,True
6560,941,2079,19,True
6561,4954,5827,12,True
6562,-1697,-1134,-57,False
6563,-1730,1662,23,True
6564,4378,3311,117,True
6565,432,-222,-14,True
6566,366,1898,73,False
6567,-3581,-3038,43,False
6568,-2890,-4471,5,False
6569,829,1539,41,False
6570,-251,-1122,-37,False
6571,6377,5536,-4,True
6572,1531,9,5,False
6573,-5848,-7110,-45,False
6574,291,292,-11,True
6575,4265,-325,6,True
6576,1170,621,27,False
6577,2205,3154,-9,True
6578,1390,4123,13,True
6579,5834,4657,2,True
6580,-6240,-6210,-27,True
6581,2680,3396,35,False
6582,-4024,-3290,2,False
6583,4377,1718,-58,True
6584,6342,3813,6,True
6585,1128,197,37,True
6586,6056,4352,89,True
6587,-5706,-5555,-47,False
6588,-307,5037,48,False
6589,-616,-2317,-7,False
6590,9710,6788,62,True
6591,-1458,-4173,-45,True
6592,1822,1651,6,False
6593,1320,-1869,-36,True
6594,-507,1507,-6,True
6595,6884,4052,93,True
6596,-8779,-8913,-43,False
6597,4661,5876,117,True
6598,-5067,-6690,-22,True
6599,-420,-308,26,False
6600,9460,9967,80,True
6601,-1248,-1422,-24,False
6602,2930,193,-54,True
6603,-3982,-4519,-26,False
6604,2430,1215,61,True
6605,5678,3890,34,True
6606,4105,2736,62,False
6608,4468,1713,63,False
6609,5265,8830,51,True
6610,-5171,-6890,-72,False
6611,-2038,-2427,40,False
6612,3364,4075,91,True
6613,-1340,997,45,True
6614,3546,889,27,True
6615,-5133,-6433,-53,False
6616,789,378,25,False
6617,90,-1286,5,False
6618,6948,3442,83,True
6619,-9047,-8953,-47,False
6620,-1517,1975,-32,True
6621,-6224,-6295,-75,False
6622,-1203,417,44,True
6623,6606,7773,74,True
6624,-1098,-332,-27,True
6625,-880,-948,14,True
6626,-1942,-1502,-27,False
6627,-2815,275,-16,False
6628,4601,1164,48,True
6629,-6,485,0,True
6630,-1684,278,-10,False
6631,-1121,-910,8,True
6632,7436,8133,11,False
6633,-1277,-3271,-65,False
6634,-2477,-2643,-31,True
6635,-4494,-6315,1,False
6636,-5291,-2000,4,True
6637,-2941,-2208,-2,True
6638,-2049,-1658,1,False
6639,-4494,-2955,-17,True
6640,1173,1554,33,True
6641,-3155,-5630,22,False
6642,-761,536,20,False
6643,-2425,-647,-61,False
6644,-1448,592,16,True
6645,2108,1768,77,True
6646,3028,-94,-48,True
6647,2542,4705,-19,True
6648,-8313,-9643,-50,False
6649,1361,1960,29,False
6650,-7602,-7534,-43,False
6651,1366,439,12,True
6652,-3379,-2050,-84,False
6653,-9945,-8774,-93,False
6654,3940,3084,31,True
6655,-4150,-3216,-22,False
6656,-4250,-4140,-22,False
6657,-2769,-1781,-27,True
6658,-3424,-7576,-44,True
6659,1714,-2012,71,True
6660,-1456,75,-37,True
6661,-1230,-3605,-15,False
6662,-1129,1022,-44,False
6663,-5154,-3897,-55,False
6664,766,1031,-19,False
6665,580,-477,-3,True
6666,-8551,-6445,-45,False
6667,-1045,-197,-83,False
6668,-1813,-99,-76,True
6669,-2077,-1883,-6,False
6670,-3361,-2505,-48,True
6671,231,645,17,True
6672,1420,2357,-71,False
6673,-177,-512,-67,True
6674,-3634,-2604,-12,False
6675,-603,491,1,True
6676,-445,-814,77,True
6677,235,2392,4,True
6678,-2242,-100,34,True
6679,-4035,-1381,-64,False
6680,-433,1929,0,True
6681,-1649,105,22,True
6682,8208,5165,65,True
6683,3080,1673,55,True
6684,4912,3906,-31,True
6685,932,260,-92,False
6686,4557,5326,34,True
6687,3066,5191,54,True
6688,2831,3441,-2,True
6689,781,2579,68,True
6690,-1126,-2798,-38,False
6691,3200,1849,79,True
6692,-4583,-5961,-83,False
6693,14678,13286,82,True
6694,-4479,-4059,-83,False
6695,-6523,-3829,-42,False
6696,6248,7166,24,True
6697,4677,1147,45,False
6698,3372,4515,13,True
6699,9268,11675,14,True
6700,-1139,-6533,-55,False
6701,2569,4660,4,True
6702,6546,3156,90,False
6703,3075,5782,13,True
6704,892,1284,38,False
6705,-4399,-878,50,False
6706,9571,9405,155,True
6707,-2455,2011,-59,False
6708,-1075,-665,39,False
6709,-1147,-2120,-47,False
6711,-254,535,-8,False
6712,1205,1666,31,True
6713,8601,5773,49,True
6714,2709,1171,-30,True
6715,-3074,-3600,-40,False
6716,-2255,-2173,37,True
6717,-3194,-4871,-22,False
6718,-4456,-2838,0,True
6719,7060,6880,64,True
6720,-5938,-4744,-81,False
6721,179,427,1,False
6722,-979,-1876,-41,False
6723,-5279,-5958,-31,False
6724,108,822,2,False
6725,-2470,-766,-4,False
6726,-3504,-2658,1,False
6727,-5642,-3552,24,False
6728,892,3076,-64,True
6729,3901,4247,48,False
6730,2301,2352,-7,False
6731,-5557,-5554,39,False
6732,-216,656,0,True
6733,-1230,-2259,-96,False
6734,-2182,-505,11,False
6735,-570,-2239,-20,True
6736,1254,751,35,False
6737,-495,84,-34,False
6738,-6362,-4722,-48,False
6739,-926,1562,20,True
6740,754,-1341,14,False
6741,3795,-351,48,False
6742,-2120,-5354,-50,True
6743,-8376,-8770,-82,True
6744,669,-1087,-66,False
6745,-4227,-4451,-17,True
6746,-2297,-581,15,False
6747,1061,-203,-4,True
6748,-2698,-1473,5,False
6749,494,-566,-12,True
6750,1341,68,17,True
6751,-3760,-2779,-1,True
6752,-1444,1036,38,True
6753,1498,2338,3,False
6754,-1616,-2306,19,False
6755,-14755,-12122,-130,False
6756,-5912,-4169,-33,False
6757,776,3734,-24,True
6758,4934,5863,52,True
6759,1296,816,34,False
6760,600,631,-10,False
